timestamp_utc,temperature_C,cloudiness_%,weather_description,sunrise_utc,sunset_utc
2025-09-10T04:58:15.588837,11.08,40,fog,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T05:28:15.743309,11.08,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T05:58:15.895611,11.08,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T06:28:16.094138,11.08,20,light rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T06:58:16.293567,11.17,20,moderate rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T07:28:16.490255,12.01,20,light intensity shower rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T07:58:16.684261,12.14,20,light intensity shower rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T08:28:16.871030,12.14,20,light intensity shower rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T08:58:17.064749,12.14,40,heavy intensity rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T09:28:17.251020,12.14,75,light intensity shower rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T09:58:17.410007,12.28,75,light intensity shower rain,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T10:28:17.593371,13.3,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T10:58:17.779985,14.23,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T11:28:17.965427,15.31,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T11:58:18.155507,16.25,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T12:28:18.346493,16.36,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T12:58:18.523883,16.65,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T13:28:18.699353,17.5,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T13:58:18.889406,17.14,75,broken clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T14:28:19.077345,19.14,75,broken clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T14:58:19.306284,19.99,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T15:28:19.488569,19.14,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T15:58:19.676770,19.11,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T16:28:19.862752,19,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T16:58:20.051767,18.97,0,clear sky,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T17:28:20.276729,17.98,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T17:58:20.444078,17.07,40,scattered clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T18:28:20.655888,16.07,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T18:58:20.865725,15.17,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T19:28:21.063810,15.08,20,few clouds,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T19:58:21.238300,14.2,0,clear sky,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T20:28:21.414870,13.29,0,clear sky,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T20:58:21.621276,14.1,0,clear sky,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T21:28:21.821063,14.07,0,clear sky,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T21:58:22.082545,14.07,0,clear sky,2025-09-10T04:52:54,2025-09-10T17:47:28
2025-09-10T22:28:22.269138,13.03,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-10T22:58:22.442305,13.03,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-10T23:28:22.639921,12.1,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-10T23:58:22.817583,12.1,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T00:28:23.005100,12.92,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T00:58:23.218041,12.01,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T01:28:23.407849,11.92,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T01:58:23.599513,11.08,54,mist,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T02:28:23.785144,11.92,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T02:58:23.938317,11.17,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T03:28:24.121005,12.84,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T03:58:24.304697,12.1,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T04:28:24.494581,11.27,0,light rain,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T04:58:24.649687,11.27,20,few clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T05:28:24.828144,13.77,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T05:58:25.018463,14.93,75,light rain,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T06:28:25.197400,15.02,20,light rain,2025-09-11T04:54:18,2025-09-11T17:45:22
2025-09-11T06:58:25.381846,15.06,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T07:28:25.564964,16.19,0,clear sky,2025-09-11T04:54:18,2025-09-11T17:45:22
2025-09-11T07:58:25.747196,17.27,20,few clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T08:28:25.939040,18.14,20,few clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T08:58:26.122971,18.17,75,broken clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T09:28:26.343915,18.5,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T09:58:26.534785,18.47,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T10:28:26.743195,19.41,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T10:58:26.913717,19.55,20,few clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T11:28:27.112546,19.18,75,broken clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T11:58:27.288963,16.33,75,broken clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T12:28:27.474751,19.28,23,few clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T12:58:27.664008,18.53,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T13:28:27.813655,18.53,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T13:58:28.000171,18.53,20,few clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T14:28:28.195288,18.41,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T14:58:28.353556,19.11,20,few clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T15:28:28.555844,19.11,40,scattered clouds,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T15:58:28.744813,19,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T16:28:28.919879,18.12,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T16:58:29.100947,18.09,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T17:28:29.286551,17.98,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T17:58:29.523211,18,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T18:28:29.703666,16.88,0,clear sky,2025-09-11T04:54:18,2025-09-11T17:45:22
2025-09-11T18:58:29.935060,15.9,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T19:28:30.114299,15.7,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T19:58:30.282291,15.73,0,clear sky,2025-09-11T04:54:18,2025-09-11T17:45:22
2025-09-11T20:28:30.475577,15.62,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T20:58:30.668825,12.47,3,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T21:28:30.858948,14.59,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T21:58:31.168089,13.8,0,clear sky,2025-09-11T04:54:17,2025-09-11T17:45:22
2025-09-11T22:28:31.492710,12.84,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-11T22:58:31.671277,12.84,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-11T23:28:31.855685,12.75,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-11T23:58:32.037860,12.14,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T00:28:32.220528,11.92,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T00:58:32.371578,11.93,0,clear sky,2025-09-12T04:55:41,2025-09-12T17:43:15
2025-09-12T01:28:32.556899,11.17,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T01:58:32.741396,12.01,20,few clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T02:28:32.937524,12.94,20,few clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T02:58:33.110253,13.03,20,shower rain,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T03:28:33.294645,13.86,40,light intensity shower rain,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T03:58:33.482276,13.09,40,light intensity shower rain,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T04:28:33.652306,13.09,75,shower rain,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T04:58:33.848182,13.09,75,shower rain,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T05:28:34.006611,13.06,100,shower rain,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T05:58:34.188805,13.06,75,broken clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T06:28:34.378994,13.09,40,scattered clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T06:58:34.565103,13.09,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T07:28:34.742846,13.18,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T07:58:34.932898,14.35,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T08:28:35.115010,15.34,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T08:58:35.290440,16.31,20,few clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T09:28:35.471807,16.51,40,scattered clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T09:58:35.659582,16.57,20,few clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T10:28:35.830544,18.48,31,scattered clouds,2025-09-12T04:55:41,2025-09-12T17:43:15
2025-09-12T10:58:36.034385,17.59,20,few clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T11:28:36.222237,18.4,20,few clouds,2025-09-12T04:55:41,2025-09-12T17:43:15
2025-09-12T11:58:36.405183,18.5,20,few clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T12:28:36.621777,18.67,20,few clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T12:58:36.804531,19.11,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T13:28:36.995214,19.11,75,broken clouds,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T13:58:37.173165,19.38,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T14:28:37.358063,19.23,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T14:58:37.532293,18.41,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T15:28:37.720052,19.11,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T15:58:37.905563,19,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T16:28:38.082790,18.09,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T16:58:38.269374,17.98,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T17:28:38.461367,17.07,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T17:58:39.658195,16.87,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T18:28:40.484056,15.96,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T18:58:41.259775,15.05,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T19:28:41.675152,14.96,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T19:58:41.866047,14.85,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T20:28:42.067108,12.39,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T20:58:42.254629,12.1,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T21:28:42.721628,12.89,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T21:58:42.944110,11.98,0,clear sky,2025-09-12T04:55:40,2025-09-12T17:43:15
2025-09-12T22:28:43.265626,12.06,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-12T22:58:43.589452,11.89,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-12T23:28:43.821034,11.08,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-12T23:58:44.043919,10.06,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T00:28:44.282149,9.14,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T00:58:44.481323,9.23,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T01:28:44.657997,9.23,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T01:58:44.857813,9.23,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T02:28:45.039809,10.06,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T02:58:45.217468,9.23,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T03:28:45.390380,10.06,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T03:58:45.560960,9.97,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T04:28:45.749379,9.97,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T04:58:45.930085,9.04,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T05:28:46.118544,9.04,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T05:58:46.269754,9.35,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T06:28:46.430610,9.97,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T06:58:46.637601,12.3,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T07:28:46.981821,13.12,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T07:58:47.314080,14.43,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T08:28:47.776217,17.13,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T08:58:47.953656,18.29,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T09:28:48.139549,19.15,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T09:58:48.351816,20.12,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T10:28:48.536094,20.15,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T11:28:49.135463,21.36,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T11:58:49.327061,21.09,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T12:28:49.615137,21.48,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T12:58:49.768667,21.51,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T13:28:49.970955,21.33,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T13:58:50.185281,21.25,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T14:28:50.366010,21.13,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T14:58:50.552984,21.13,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T15:28:50.715605,21.13,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T15:58:50.898450,20.25,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T16:28:51.084552,20.15,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T16:58:51.251131,19.14,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T17:28:51.443578,19.14,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T17:58:51.631069,18.12,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T18:28:51.849398,18.03,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T18:58:52.028708,18.03,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T19:28:52.234783,17.19,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T20:28:52.462901,17.1,20,light rain,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T20:58:52.639081,17.01,20,shower rain,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T21:28:52.813303,16.92,0,clear sky,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T21:58:53.023159,16.08,0,moderate rain,2025-09-13T04:57:04,2025-09-13T17:41:08
2025-09-13T22:28:53.182034,16,20,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-13T22:58:53.372004,15.99,20,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-13T23:28:53.563217,15.11,40,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-13T23:58:53.715005,15.1,75,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T00:28:53.885505,14.14,40,shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T00:58:54.060028,14.14,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T01:28:54.240154,14.14,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T01:58:54.434687,14.2,75,light rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T02:28:54.631742,14.2,75,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T02:58:54.819952,14.14,75,shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T03:28:55.009164,13.29,75,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T03:58:55.194136,13.26,75,shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T04:28:55.376961,13.26,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T04:58:55.563514,13.18,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T05:28:55.752311,13.18,100,light rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T05:58:55.941665,13.18,75,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T06:28:56.101826,13.17,20,shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T06:58:56.296892,13.18,20,shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T07:28:56.467140,13.18,20,few clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T07:58:56.643391,14.17,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T08:28:56.867619,14.32,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T08:58:57.067802,15.19,20,few clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T09:28:57.251513,16.16,40,scattered clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T09:58:57.440127,16.16,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T10:28:57.959604,18.06,20,light rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T10:58:58.450254,18.09,75,light intensity shower rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T11:28:58.966029,18.09,75,light rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T11:58:59.249806,19,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T12:28:59.446233,18.06,75,moderate rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T12:58:59.631533,18.03,40,moderate rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T13:28:59.814152,17.95,75,light rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T13:59:00.016578,17.13,75,light rain,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T14:29:00.202990,17.13,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T14:59:00.379312,18,20,few clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T15:29:00.607793,18,0,clear sky,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T15:59:00.781322,18,75,broken clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T16:29:00.967438,18.12,20,few clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T16:59:01.150355,18.09,20,few clouds,2025-09-14T04:58:27,2025-09-14T17:39:01
2025-09-14T17:29:01.369786,17.1,0,clear sky,2025-09-14T04:58:27,2025-09-14T17:39:01
